committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Take Back Colorado,Independent Expenditure Committee,0.5,5/19/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Better Colorado Alliance,Independent Expenditure Committee,6500,5/20/21 0:00,Peak Political,Lakewood,CO,80214,Consultant & Professional Services,
Montrose Republican Women,527 Political Organization,40.13,5/20/21 0:00,City Market,Montrose,CO,81401,"Food, Beverages and Meals",Cake For Republican Women
Senate Majority Fund,527 Political Organization,10000,5/20/21 0:00,Cole Communications,Colorado Springs,CO,80903,Consultant & Professional Services,Campaign Consulting
Senate Majority Fund,527 Political Organization,10000,5/20/21 0:00,Cole Communications,Colorado Springs,CO,80903,Consultant & Professional Services,Campaign Consulting
Senate Majority Fund,527 Political Organization,2000,5/20/21 0:00,Jackson Kelly,Baltimore,MD,211297,Consultant & Professional Services,Legal
Senate Majority Fund,527 Political Organization,2811.25,5/20/21 0:00,Westbrooke Group,Denver,CO,80206,Consultant & Professional Services,Fundraising
Take Back Colorado,Independent Expenditure Committee,1.3,5/20/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Montrose Republican Women,527 Political Organization,50,5/21/21 0:00,Hampton Inn,Montrose,CO,81401,Rent & Utilities,Rent For Room
Take Back Colorado,Independent Expenditure Committee,0.7,5/21/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,4.3,5/22/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Friends For The Future (F3),527 Political Organization,0.9,5/23/21 0:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Scanga)
Take Back Colorado,Independent Expenditure Committee,0.5,5/23/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Friends For The Future (F3),527 Political Organization,0.7,5/24/21 0:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Ortman)
Senate Majority Fund,527 Political Organization,195,5/24/21 0:00,Constant Contact,Waltham,MA,2451,Other,Communications
Take Back Colorado,Independent Expenditure Committee,1.3,5/24/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,4.3,5/24/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,5/24/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,32.47,5/26/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Mail Server
Take Back Colorado,Independent Expenditure Committee,4.3,5/26/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.5,5/26/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,2000,5/27/21 0:00,Scarlett Greene,Denver,CO,80210,Consultant & Professional Services,
Better Colorado Alliance,Independent Expenditure Committee,2000,5/27/21 0:00,Scarlett Greene,Denver,CO,80210,Consultant & Professional Services,
Coloradans Creating Opportunities,Independent Expenditure Committee,500,5/27/21 0:00,Scarlett Greene Llc,Denver,CO,80210,Consultant & Professional Services,
Take Back Colorado,Independent Expenditure Committee,2.3,5/27/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/27/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,5/27/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/27/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,5/27/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Better Colorado Alliance,527 Political Organization,2,5/28/21 0:00,,,,,Bank Fees,
Better Colorado Alliance,Independent Expenditure Committee,4,5/28/21 0:00,,,,,Bank Fees,
Blueflower Action,Independent Expenditure Committee,2,5/28/21 0:00,,,,,Bank Fees,
Born To Run Action Fund,527 Political Organization,2,5/28/21 0:00,,,,,Bank Fees,
Born To Run Action Fund,527 Political Organization,10,5/28/21 0:00,,,,,Other,Periodic Report
Coloradans Against Jared Polis,Independent Expenditure Committee,119.99,5/28/21 0:00,Canva,Austin,TX,78701,Advertising,
Coloradans Creating Opportunities,527 Political Organization,2,5/28/21 0:00,,,,,Bank Fees,
Coloradans Creating Opportunities,Independent Expenditure Committee,2,5/28/21 0:00,,,,,Bank Fees,
Colorado Information Network Ie Committee,Independent Expenditure Committee,7,5/28/21 0:00,Firstbank,Greenwood Village,CO,80111,Bank Fees,Debit
Community Change Voters,Independent Expenditure Committee,38.06,5/28/21 0:00,Amalgamated Bank,New York,NY,10001,Bank Fees,Bank Fee
Rocky Mountain Gun Owners Independent Expenditure Committee (Rmgo Superpac),Independent Expenditure Committee,6,5/28/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
Rocky Mountain Gun Owners Independent Expenditure Committee (Rmgo Superpac),Independent Expenditure Committee,-6,5/28/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,Offset Due To Update Of Filed Item
Rocky Mountain Gun Owners Independent Expenditure Committee (Rmgo Superpac),Independent Expenditure Committee,6,5/28/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
Strong Colorado For All,Independent Expenditure Committee,2,5/28/21 0:00,,,,,Bank Fees,
Take Back Colorado,Independent Expenditure Committee,0.51,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,2.3,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,5/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Values First Colorado,527 Political Organization,7,5/28/21 0:00,1St Bank,Littleton,CO,80128,Bank Fees,Bank Fees
Take Back Colorado,Independent Expenditure Committee,1.3,5/31/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Better Colorado Alliance,Independent Expenditure Committee,204,6/1/21 0:00,Wix.Com,San Francisco,CA,94158,Office Equipment & Supplies,
Coloradans Against Jared Polis,Independent Expenditure Committee,2,6/1/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Coloradans Against Jared Polis,Independent Expenditure Committee,18.5,6/1/21 0:00,Office Depot,Denver,CO,80246,Office Equipment & Supplies,
Raising Colorado,Independent Expenditure Committee,10,6/1/21 0:00,First Bank,Denver,CO,80218,Bank Fees,Bank Fee
Take Back Colorado,Independent Expenditure Committee,4.3,6/1/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,3000,6/2/21 0:00,Bluemountain Strategies,Denver,CO,80203,Consultant & Professional Services,
All Together Colorado,Independent Expenditure Committee,5000,6/2/21 0:00,Mountaintop Strategies,Thornton,CO,80229,Consultant & Professional Services,
Colorado Republican Committee Independent Expenditure Committee,Independent Expenditure Committee,52.5,6/2/21 0:00,Citiwide Banks,Denver,CO,80239,Bank Fees,Merchant Processing And Bank Fees
Friends For The Future (F3),527 Political Organization,0.7,6/2/21 0:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Sielaff)
Friends For The Future (F3),527 Political Organization,12.58,6/2/21 0:00,Google Llc,Mountain View,CO,94043,Other,G-Suite Fee For Dedicated Email Address
Take Back Colorado,Independent Expenditure Committee,2.3,6/2/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Weld Strong,Independent Expenditure Committee,2500,6/2/21 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
Better Colorado Alliance,Independent Expenditure Committee,6500,6/3/21 0:00,Peak Political,Lakewood,CO,80214,Consultant & Professional Services,
All Together Colorado,527 Political Organization,67,6/4/21 0:00,1St Bank,Denver,CO,80222,Bank Fees,
Take Back Colorado,Independent Expenditure Committee,1.1,6/4/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
"Better Leaders, Better Colorado",Independent Expenditure Committee,250,6/7/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fee
Coloradans For Constitutional Values,Independent Expenditure Committee,250,6/7/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fee
Unite Colorado Election Fund,Independent Expenditure Committee,250,6/7/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fee
Better Colorado Alliance,Independent Expenditure Committee,5000,6/8/21 0:00,You Need A Plan,Littleton,CO,80161,Consultant & Professional Services,
Take Back Colorado,Independent Expenditure Committee,0.7,6/8/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,530,6/9/21 0:00,Punch Bowl Social,Denver,CO,80203,Other,Event Expense
Coloradans Against Jared Polis,Independent Expenditure Committee,19.17,6/9/21 0:00,Godaddy,Scottsdale,AZ,85260,Rent & Utilities,
Montrose Republican Women,527 Political Organization,102.56,6/9/21 0:00,Pam  Brown,Montrose,CO,81403,Fundraising Expenses,Hats For Fundraising
Montrose Republican Women,527 Political Organization,78.64,6/9/21 0:00,Donna F Rose,Montrose,CO,81401,"Food, Beverages and Meals",Pizza For Scholarship Girls And Families
Take Back Colorado,Independent Expenditure Committee,0.7,6/9/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,2,6/9/21 0:00,First Bank,Loveland,CO,80537,Bank Fees,Bank Fees
Friends For The Future (F3),527 Political Organization,500,6/10/21 0:00,Julie  Herrmann,Thornton,CO,80602,Consultant & Professional Services,
Take Back Colorado,Independent Expenditure Committee,0.7,6/10/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Colorado Hospitals Action Fund,Independent Expenditure Committee,44.38,6/11/21 0:00,,,,,Bank Fees,Jun Bank Fee
Take Back Colorado,Independent Expenditure Committee,0.7,6/11/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.9,6/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.5,6/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,6/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.5,6/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Better Colorado Alliance,Independent Expenditure Committee,6.5,6/14/21 0:00,,,,,Office Equipment & Supplies,
Colorado Hospitals Action Fund,Independent Expenditure Committee,2500,6/14/21 0:00,Colorado Leadership Fund Llc,Thornton,CO,80602,Contributions,
Take Back Colorado,Independent Expenditure Committee,1.3,6/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,6/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,1000,6/15/21 0:00,The Ranch Country Club,Westminster,CO,80234,Other,Event Expense
Take Back Colorado,Independent Expenditure Committee,0.7,6/15/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Great Education Colorado Independent Expenditure Committee,Independent Expenditure Committee,86.55,6/16/21 0:00,Great Education Colorado,Denver,CO,80222,Contributions,Donation To An Irs 501C3 Charity To Terminate The Committee
Montrose Republican Women,527 Political Organization,31.4,6/16/21 0:00,Pam  Brown,Montrose,CO,81403,Fundraising Expenses,Fundraising Hats For Sale
Take Back Colorado,Independent Expenditure Committee,1.3,6/16/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.1,6/16/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Montrose Republican Women,527 Political Organization,30,6/17/21 0:00,Colorado Federation Of Republican Women (Cfrw),Arvada,CO,80002,Miscellaneous,2021 Dues
Take Back Colorado,Independent Expenditure Committee,0.7,6/17/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Montrose Republican Women,527 Political Organization,26.4,6/18/21 0:00,City Market,Montrose,CO,81401,"Food, Beverages and Meals",Cake For Norris Leaving
Montrose Republican Women,527 Political Organization,50,6/18/21 0:00,Hampton Inn,Montrose,CO,81401,Rent & Utilities,Rent For Meeting Room
The Colorado Alliance,527 Political Organization,0.78,6/18/21 0:00,Anedot,Dallas,TX,75201,Fundraising Expenses,
Montrose Republican Women,527 Political Organization,104.65,6/19/21 0:00,Pam  Brown,Montrose,CO,81403,Fundraising Expenses,Making Hats For Fundraising
Take Back Colorado,Independent Expenditure Committee,1.3,6/20/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/21/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
The Colorado Alliance,527 Political Organization,1.3,6/21/21 0:00,Anedot,Dallas,TX,75201,Fundraising Expenses,
Take Back Colorado,Independent Expenditure Committee,4.3,6/22/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Friends For The Future (F3),527 Political Organization,0.9,6/23/21 0:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Scanga)
Pharmaceutical Research And Manufacturers Of America Colorado Action Fund (Phrma Colorado Action Fun,527 Political Organization,10000,6/23/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,
Take Back Colorado,Independent Expenditure Committee,0.5,6/23/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,6/23/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,6/23/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Friends For The Future (F3),527 Political Organization,0.7,6/24/21 0:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Ortman)
Senate Majority Fund,527 Political Organization,195,6/24/21 0:00,Constant Contact,Waltham,MA,2451,Other,Communications
Take Back Colorado,Independent Expenditure Committee,4.3,6/24/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Community Change Voters,Independent Expenditure Committee,38.02,6/25/21 0:00,Amalgamated Bank,New York,NY,10001,Bank Fees,Bank Fee
Take Back Colorado,Independent Expenditure Committee,0.5,6/26/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,4.3,6/26/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,6/27/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/27/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,32.47,6/28/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Mail Server
Take Back Colorado,Independent Expenditure Committee,0.51,6/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/28/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,6/29/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,2000,6/30/21 0:00,Scarlett Greene,Denver,CO,80210,Consultant & Professional Services,
Better Colorado Alliance,527 Political Organization,2000,6/30/21 0:00,Scarlett Greene Llc,Denver,CO,80210,Consultant & Professional Services,
Better Colorado Alliance,527 Political Organization,2,6/30/21 0:00,,,,,Bank Fees,
Better Colorado Alliance,Independent Expenditure Committee,4,6/30/21 0:00,,,,,Bank Fees,
Blueflower Action,Independent Expenditure Committee,2,6/30/21 0:00,,,,,Bank Fees,
Born To Run Action Fund,527 Political Organization,2,6/30/21 0:00,,,,,Bank Fees,
Coloradans Against Jared Polis,Independent Expenditure Committee,22.73,6/30/21 0:00,Winred Technical Services Llc,Arlington,VA,22219,Fundraising Expenses,
Coloradans Creating Opportunities,527 Political Organization,2,6/30/21 0:00,,,,,Bank Fees,
Coloradans Creating Opportunities,Independent Expenditure Committee,500,6/30/21 0:00,Scarlett Greene Llc,Denver,CO,80210,Consultant & Professional Services,
Coloradans Creating Opportunities,Independent Expenditure Committee,12,6/30/21 0:00,,,,,Bank Fees,
Colorado Information Network Ie Committee,Independent Expenditure Committee,7,6/30/21 0:00,Firstbank,Greenwood Village,CO,80111,Bank Fees,Debit
Fund For Coloradoís Energy Future,527 Political Organization,30,6/30/21 0:00,Umb Bank,Denver,CO,80222,Bank Fees,
Strong Colorado For All,Independent Expenditure Committee,2,6/30/21 0:00,,,,,Bank Fees,
Values First Colorado,527 Political Organization,7,6/30/21 0:00,1St Bank,Littleton,CO,80128,Bank Fees,Bank Fees
Values First Colorado,527 Political Organization,35062.31,6/30/21 0:00,Take Back Colorado,Golden,CO,80401,Contributions,"Contribution, Clear/Terminate Account"
All Together Colorado,Independent Expenditure Committee,5000,7/1/21 0:00,Mountaintop Strategies,Thornton,CO,80229,Consultant & Professional Services,
All Together Colorado,Independent Expenditure Committee,3000,7/1/21 0:00,Bluemountain Strategies,Denver,CO,80203,Consultant & Professional Services,
Coloradans Against Jared Polis,Independent Expenditure Committee,2,7/1/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Planned Parenthood Votes Colorado Independent Expenditure Committee,Independent Expenditure Committee,2,7/1/21 0:00,,,,,Bank Fees,Bank Fees
Raising Colorado,Independent Expenditure Committee,10,7/1/21 0:00,First Bank,Denver,CO,80218,Bank Fees,Bank Fee
Take Back Colorado,Independent Expenditure Committee,4.3,7/1/21 0:00,"Anedot, Inc.",New Orleans,LA,70112,Bank Fees,
Better Colorado Alliance,527 Political Organization,6500,7/2/21 0:00,Peak Political,Lakewood,CO,80214,Consultant & Professional Services,
Colorado Republican Committee Independent Expenditure Committee,Independent Expenditure Committee,127.5,7/2/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Friends For The Future (F3),527 Political Organization,0.7,7/2/21 0:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Sielaff)
Friends For The Future (F3),527 Political Organization,12.58,7/2/21 0:00,Google Llc,Mountain View,CO,94043,Office Equipment & Supplies,G-Suite Fee For Dedicated Emails
Friends For The Future (F3),527 Political Organization,2000,7/2/21 0:00,Friends For Colorado,Colorado Springs,CO,80921,Contributions,
Take Back Colorado,Independent Expenditure Committee,2.3,7/2/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.1,7/4/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Better Colorado Alliance,527 Political Organization,106,7/6/21 0:00,Usps,Denver,CO,80210,Office Equipment & Supplies,Po Box Rental
Coloradans Creating Opportunities,527 Political Organization,106,7/6/21 0:00,Usps,Denver,CO,80250,Other,Po Box Rental
Colorado Hospitals Action Fund,Independent Expenditure Committee,2500,7/6/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,
Take Back Colorado,Independent Expenditure Committee,1000,7/6/21 0:00,Campaign Law Accountability Watchdog,Castle Rock,CO,80109,Consultant & Professional Services,Campaign Finance Management Services
Better Colorado Alliance,Independent Expenditure Committee,5000,7/7/21 0:00,You Need A Plan,Littleton,CO,80161,Consultant & Professional Services,
Republicans For America,Independent Expenditure Committee,112,7/8/21 0:00,,,,,Bank Fees,Returned Donor Check And Bank Fee
Take Back Colorado,Independent Expenditure Committee,0.7,7/8/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,110.9,7/8/21 0:00,Campaign Solutions,Costa Mesa,CA,92627,Consultant & Professional Services,Email Platform Services
"Better Leaders, Better Colorado",Independent Expenditure Committee,250,7/9/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,
Coloradans For Constitutional Values,Independent Expenditure Committee,250,7/9/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fee
Senate Majority Fund,527 Political Organization,16000,7/9/21 0:00,Cole Communications,Colorado Springs,CO,80903,Consultant & Professional Services,Campaign Consulting
Senate Majority Fund,527 Political Organization,2767.5,7/9/21 0:00,Westbrooke Group,Denver,CO,80206,Consultant & Professional Services,Fundraising
Senate Majority Fund,527 Political Organization,3066,7/9/21 0:00,Westbrooke Group,Denver,CO,80206,Consultant & Professional Services,Fundraising
Take Back Colorado,Independent Expenditure Committee,0.7,7/9/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Unite Colorado Election Fund,Independent Expenditure Committee,250,7/9/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fee
Take Back Colorado,Independent Expenditure Committee,0.7,7/10/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Better Colorado Alliance,Independent Expenditure Committee,6.5,7/12/21 0:00,,,,,Other,Website
Colorado Hospitals Action Fund,Independent Expenditure Committee,44.71,7/12/21 0:00,,,,,Bank Fees,Bank Fee
Take Back Colorado,Independent Expenditure Committee,2,7/12/21 0:00,First Bank,Loveland,CO,80537,Bank Fees,
Colorado Chamber 527 Political Organization,527 Political Organization,2500,7/13/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,
Take Back Colorado,Independent Expenditure Committee,1.9,7/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.5,7/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.5,7/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,7/13/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Montrose Republican Women,527 Political Organization,9.14,7/14/21 0:00,Montrose County Clerk And Recorder'S Office,Montrose,CO,81401,Office Equipment & Supplies,Quarterly Sales Tax For 2Nd Qtr-Montrose
Take Back Colorado,Independent Expenditure Committee,1.3,7/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,7/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,0.7,7/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,7/14/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,4200,7/14/21 0:00,Citizen Media Solutions,Loveland,CO,80538,Fundraising Expenses,Postage
All Together Colorado,527 Political Organization,525,7/15/21 0:00,Ngp,Washington,DC,20005,Other,Database
Blueflower Action,Independent Expenditure Committee,10,7/15/21 0:00,,,,,Other,Sos Periodic Fee
Take Back Colorado,Independent Expenditure Committee,0.7,7/15/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Blueflower Action,Independent Expenditure Committee,240,7/16/21 0:00,Scarlett Greene Llc,Denver,CO,80210,Consultant & Professional Services,
Coloradans For Colorado Values,Independent Expenditure Committee,180,7/16/21 0:00,Scarlett Greene,Denver,CO,80210,Consultant & Professional Services,
Strong Colorado For All,Independent Expenditure Committee,180,7/16/21 0:00,Scarlett Greene,Denver,CO,80210,Consultant & Professional Services,
Take Back Colorado,Independent Expenditure Committee,1.1,7/16/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,7/16/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Better Colorado Alliance,527 Political Organization,67,7/19/21 0:00,1St Bank,Denver,CO,80210,Bank Fees,
Coloradans Against Jared Polis,Independent Expenditure Committee,155.88,7/20/21 0:00,Dreamhost,Brea,CA,92821,Rent & Utilities,
Take Back Colorado,Independent Expenditure Committee,1.3,7/20/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Montrose Republican Women,527 Political Organization,102.34,7/21/21 0:00,Office Depot,Montrose,CO,81403,Office Equipment & Supplies,Ink For Printer
Take Back Colorado,Independent Expenditure Committee,0.7,7/21/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,4.3,7/22/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
All Together Colorado,Independent Expenditure Committee,666.31,7/23/21 0:00,Punch Bowl Social,Denver,CO,80203,Other,Event Expense
Friends For The Future (F3),527 Political Organization,0.9,7/23/21 0:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Scanga)
Take Back Colorado,Independent Expenditure Committee,1.3,7/23/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
Take Back Colorado,Independent Expenditure Committee,1.3,7/23/21 0:00,"Anedot, Inc",New Orleans,LA,70112,Bank Fees,Cc Fees
